complaine,level
1.1550614133692403,-1.1097251629121563
0.14122030803965172,1.0460313843012508
0.46208013350912824,-0.03184688930545281
1.0202623150950814,-1.1097251629121563
0.14311888688858354,1.0460313843012508
-0.7663003817497552,-1.1097251629121563
0.13267670321945857,1.0460313843012508
-0.8830629809590618,-1.1097251629121563
-0.4758178178631877,1.0460313843012508
0.47062373832932136,-1.1097251629121563
0.9946315006345019,-1.1097251629121563
-0.9504625300961411,1.0460313843012508
0.12793025609712902,-0.03184688930545281
-0.9020487694483799,-1.1097251629121563
0.13932172919071992,1.0460313843012508
-1.4763688712502534,-0.03184688930545281
-0.48531071210784676,-1.1097251629121563
0.14406817631304944,1.0460313843012508
1.1503149662469105,1.0460313843012508
-0.5375216304534717,-0.03184688930545281
0.46397871235806004,-0.03184688930545281
-0.6030226007416192,-1.1097251629121563
1.5006027638748303,-1.1097251629121563
0.12887954552159492,1.0460313843012508
0.13457528206839037,-1.1097251629121563
-0.5223329996620172,1.0460313843012508
0.474420896027185,-1.1097251629121563
1.501552053299296,1.0460313843012508
-0.6020733113171534,-1.1097251629121563
0.1364738609173222,-0.03184688930545281
-0.9058459271462435,-1.1097251629121563
0.48201521142291226,1.0460313843012508
-1.4744702924013218,-0.03184688930545281
0.9974793689078997,-1.1097251629121563
-0.9495132406716752,-1.1097251629121563
0.800027168618991,1.0460313843012508
0.13172741379499264,1.0460313843012508
0.46587729120699184,-0.03184688930545281
1.0212116045195474,-1.1097251629121563
1.4996534744503645,-1.1097251629121563
0.48106592199844633,1.0460313843012508
1.1512642556713766,1.0460313843012508
-0.9010994800239139,-1.1097251629121563
0.45448581811340094,1.0460313843012508
-0.4777163967121195,-0.03184688930545281
0.12982883494606084,-1.1097251629121563
0.800976458043457,1.0460313843012508
-0.9039473482973117,-1.1097251629121563
0.4563843969623328,-0.03184688930545281
0.4715730277537873,1.0460313843012508
-0.8982516117505163,-1.1097251629121563
1.1493656768224447,1.0460313843012508
0.4649280017825259,-0.03184688930545281
0.8019257474679229,-1.1097251629121563
1.0174144468216837,1.0460313843012508
0.4734716066027191,-1.1097251629121563
0.48486307969631,1.0460313843012508
1.1588585710671038,-1.1097251629121563
0.14027101861518582,1.0460313843012508
-1.4754195818257876,-1.1097251629121563
-0.8878094280813913,-1.1097251629121563
0.9936822112100361,-1.1097251629121563
0.13077812437052674,1.0460313843012508
1.148416387397979,-0.03184688930545281
-0.6039718901660851,-1.1097251629121563
0.7971793003455934,-1.1097251629121563
-0.889708006930323,-1.1097251629121563
0.48011663257398046,1.0460313843012508
0.1374231503417881,-1.1097251629121563
0.45543510753786687,-0.03184688930545281
1.0183637362461495,1.0460313843012508
-0.890657296354789,-1.1097251629121563
0.47537018545165094,1.0460313843012508
-0.5422680775758012,-0.03184688930545281
-0.8992009011749822,-1.1097251629121563
0.14216959746411761,1.0460313843012508
1.0221608939440132,-1.1097251629121563
1.1522135450958424,1.0460313843012508
0.13362599264392447,-0.03184688930545281
0.4829645008473782,1.0460313843012508
-0.9048966377217775,-1.1097251629121563
-0.605870469015017,-1.1097251629121563
0.4630294229335941,-0.03184688930545281
1.023110183368479,1.0460313843012508
0.7981285897700592,-1.1097251629121563
0.13552457149285627,-0.03184688930545281
-0.8963530329015844,-1.1097251629121563
-0.604921179590551,1.0460313843012508
0.48391379027184406,1.0460313843012508
1.157909281642638,-1.1097251629121563
0.4725223171782532,1.0460313843012508
0.9955807900589678,-1.1097251629121563
0.138372439766254,-1.1097251629121563
-0.9029980588728458,-1.1097251629121563
0.45733368638679867,-0.03184688930545281
0.47916734314951454,1.0460313843012508
-0.5413187881513353,-0.03184688930545281
1.0193130256706155,-1.1097251629121563
0.7990778791945251,-1.1097251629121563
-0.47391923901425587,-1.1097251629121563
1.1541121239447742,-1.1097251629121563
-1.481115318372583,1.0460313843012508
-0.5802396545544375,1.0460313843012508
-0.8916065857792549,-1.1097251629121563
0.44119576617087825,1.0460313843012508
-1.4659266875811285,-1.1097251629121563
-0.4748685284387218,1.0460313843012508
1.014566578548286,-1.1097251629121563
-0.8868601386569254,-0.03184688930545281
-0.49860076405036946,1.0460313843012508
0.44214505559534417,-1.1097251629121563
-0.5811889439789034,-1.1097251629121563
-1.4668759770055944,1.0460313843012508
-0.900150190599448,-1.1097251629121563
0.4430943450198101,1.0460313843012508
-0.4995500534748354,-1.1097251629121563
-0.8925558752037208,-1.1097251629121563
0.4383478978974805,1.0460313843012508
1.473073370565319,-1.1097251629121563
1.0164651573972179,1.0460313843012508
0.2532364601266287,-0.03184688930545281
-1.4678252664300604,-1.1097251629121563
-0.48341213325891497,1.0460313843012508
1.1531628345203084,-1.1097251629121563
1.748367303660432,1.0460313843012508
1.1474670979735129,-1.1097251629121563
0.4402464767464124,-1.1097251629121563
0.25418574955109463,-0.03184688930545281
-0.8935051646281867,-1.1097251629121563
-0.5963775747703579,1.0460313843012508
1.156959992218172,1.0460313843012508
1.4740226599897848,-1.1097251629121563
1.0155158679727518,1.0460313843012508
-0.6011240218926874,-1.1097251629121563
0.25228717070216283,-0.03184688930545281
-0.6068197584394829,1.0460313843012508
-0.8944544540526526,-1.1097251629121563
1.471174791716387,-1.1097251629121563
-1.4735210029768557,1.0460313843012508
-0.4976514746259036,-0.03184688930545281
-0.8887587175058572,1.0460313843012508
1.4749719494142508,-0.03184688930545281
1.156010702793706,-1.1097251629121563
-0.5973268641948237,-1.1097251629121563
1.4721240811408531,1.0460313843012508
-0.49575289577697174,-1.1097251629121563
-0.8840122703835276,1.0460313843012508
0.2513378812776969,-0.03184688930545281
-0.5982761536192897,-1.1097251629121563
-0.5887832593746306,-1.1097251629121563
-0.37329456002086975,-1.1097251629121563
-0.6381463094468578,-1.1097251629121563
0.43739860847301465,1.0460313843012508
-0.8954037434771185,1.0460313843012508
-0.35810592922941525,-0.03184688930545281
-0.5906818382235625,-1.1097251629121563
-0.360953797502813,1.0460313843012508
-0.3761424282942675,-0.03184688930545281
1.0079215525770246,1.0460313843012508
-0.3619030869272789,-0.03184688930545281
-0.6400448882957895,-1.1097251629121563
-0.35620735038048346,-0.03184688930545281
-0.370446691747472,1.0460313843012508
-0.5897325487990965,-1.1097251629121563
-0.3524101926826198,1.0460313843012508
-0.8859108492324594,-0.03184688930545281
-0.35335948210708573,1.0460313843012508
-0.595428285345892,-1.1097251629121563
-0.3657002446251425,1.0460313843012508
